376.54	1.23426E-08
376.93	1.08253E-08
377.31	1.59947E-08
377.70	1.44868E-08
378.09	1.13603E-08
378.48	1.21861E-08
378.87	1.89457E-08
379.26	1.25928E-08
379.65	2.01084E-08
380.04	1.93328E-08
380.42	1.37487E-08
380.81	1.58731E-08
381.20	1.49931E-08
381.59	1.91718E-08
381.98	1.16468E-08
382.37	1.32786E-08
382.76	2.49315E-08
383.15	1.43654E-08
383.53	1.70524E-08
383.92	9.98995E-09
384.31	1.10764E-08
384.70	1.24035E-08
385.09	1.36049E-08
385.48	1.15956E-08
385.87	1.3393E-08
386.26	1.15748E-08
386.65	1.33299E-08
387.03	1.26929E-08
387.42	9.79557E-09
387.81	1.21345E-08
388.20	9.93861E-09
388.59	7.27019E-09
388.98	1.0809E-08
389.37	1.46068E-08
389.76	9.72898E-09
390.15	1.45617E-08
390.54	9.21893E-09
390.93	9.64635E-09
391.31	1.02396E-08
391.70	1.00031E-08
392.09	9.21262E-09
392.48	1.41858E-08
392.87	1.00568E-08
393.26	1.17568E-08
393.65	9.28398E-09
394.04	8.90136E-09
394.43	9.27229E-09
394.82	1.11697E-08
395.21	3.31043E-09
395.60	3.26931E-08
395.99	7.68489E-09
396.38	8.90274E-09
396.76	6.05347E-09
397.15	1.11606E-08
397.54	6.71322E-09
397.93	9.53445E-09
398.32	9.24592E-09
398.71	6.77511E-09
399.10	8.60126E-09
399.49	7.92128E-09
399.88	9.13198E-09
400.27	8.50456E-09
400.66	9.88789E-09
401.05	1.02413E-08
401.44	-2.75666E-10
401.83	4.17818E-08
402.22	1.06019E-07
402.61	2.44528E-07
403.00	3.97493E-07
403.39	4.9833E-07
403.78	5.88068E-07
404.17	5.53331E-07
404.56	4.74258E-07
404.95	3.73767E-07
405.34	2.53926E-07
405.72	1.91363E-07
406.11	1.49326E-07
406.50	1.1404E-07
406.89	9.20983E-08
407.28	9.17392E-08
407.67	4.99467E-08
408.06	4.16113E-08
408.45	3.45538E-08
408.84	2.84543E-08
409.23	2.19028E-08
409.62	1.73126E-08
410.01	1.68699E-08
410.40	1.34408E-08
410.79	1.66092E-08
411.18	1.58261E-08
411.57	1.52671E-08
411.96	2.26572E-08
412.35	1.61245E-08
412.74	2.13018E-08
413.13	1.94761E-08
413.52	1.73617E-08
413.91	2.02229E-08
414.30	2.00205E-08
414.69	2.09602E-08
415.08	1.96796E-08
415.47	1.96746E-08
415.86	1.81115E-08
416.25	2.05559E-08
416.64	1.97073E-08
417.04	1.924E-08
417.43	1.88614E-08
417.82	1.47234E-08
418.21	1.61006E-08
418.60	1.69132E-08
418.99	1.58413E-08
419.38	1.68139E-08
419.77	1.51165E-08
420.16	1.52816E-08
420.55	1.68503E-08
420.94	1.48827E-08
421.33	1.29013E-08
421.72	1.26312E-08
422.11	1.52697E-08
422.50	1.62608E-08
422.89	1.51155E-08
423.28	1.30284E-08
423.67	1.99137E-08
424.06	1.41627E-08
424.45	1.54727E-08
424.84	1.38278E-08
425.23	1.18158E-08
425.62	1.24321E-08
426.02	1.09208E-08
426.41	1.30193E-08
426.80	1.34722E-08
427.19	1.13111E-08
427.58	1.261E-08
427.97	9.93047E-09
428.36	1.12346E-08
428.75	1.01755E-08
429.14	9.57534E-09
429.53	1.11808E-08
429.92	1.43867E-08
430.31	1.54612E-08
430.70	1.66081E-08
431.10	1.83754E-08
431.49	1.76579E-08
431.88	1.7982E-08
432.27	1.97781E-08
432.66	3.01773E-08
433.05	6.10829E-08
433.44	1.65657E-07
433.83	4.10488E-07
434.22	8.15886E-07
434.61	1.1427E-06
435.00	1.36753E-06
435.40	1.37773E-06
435.79	1.23114E-06
436.18	8.57847E-07
436.57	5.2968E-07
436.96	2.85265E-07
437.35	1.50886E-07
437.74	6.62812E-08
438.13	2.92238E-08
438.52	1.35539E-08
438.92	1.38602E-08
439.31	1.16812E-08
439.70	1.24888E-08
440.09	1.26503E-08
440.48	1.14998E-08
440.87	1.08871E-08
441.26	7.97014E-09
441.65	9.69906E-09
442.05	1.26023E-08
442.44	8.4171E-09
442.83	9.00325E-09
443.22	1.068E-08
443.61	8.53656E-09
444.00	1.30348E-08
444.39	9.71037E-09
444.79	1.19799E-08
445.18	1.02477E-08
445.57	1.12296E-08
445.96	9.56546E-09
446.35	8.42923E-09
446.74	1.02638E-08
447.13	1.46039E-08
447.53	1.05836E-08
447.92	9.69893E-09
448.31	1.00772E-08
448.70	9.35374E-09
449.09	9.18074E-09
449.48	1.10298E-08
449.88	1.14508E-08
450.27	1.14954E-08
450.66	1.09413E-08
451.05	1.01482E-08
451.44	1.06859E-08
451.84	1.05318E-08
452.23	1.05081E-08
452.62	1.05083E-08
453.01	1.1741E-08
453.40	9.06065E-09
453.79	1.02996E-08
454.19	1.09838E-08
454.58	9.75998E-09
454.97	9.75141E-09
455.36	1.0639E-08
455.75	9.96418E-09
456.15	1.04372E-08
456.54	9.66378E-09
456.93	8.21821E-09
457.32	6.53212E-09
457.71	9.63531E-09
458.11	7.70446E-09
458.50	1.00201E-08
458.89	6.97039E-09
459.28	7.75334E-09
459.67	9.15904E-09
460.07	8.18864E-09
460.46	1.11584E-08
460.85	8.66169E-09
461.24	8.6104E-09
461.64	8.93104E-09
462.03	1.01605E-08
462.42	1.02751E-08
462.81	9.44973E-09
463.20	9.80686E-09
463.60	1.13518E-08
463.99	1.18729E-08
464.38	1.37237E-08
464.77	1.41678E-08
465.17	1.44783E-08
465.56	1.51013E-08
465.95	1.38577E-08
466.34	1.51806E-08
466.74	1.5736E-08
467.13	1.47531E-08
467.52	1.29054E-08
467.91	1.32845E-08
468.31	1.42492E-08
468.70	9.70814E-09
469.09	1.22443E-08
469.48	1.2567E-08
469.88	1.37074E-08
470.27	1.41388E-08
470.66	1.26273E-08
471.05	1.36488E-08
471.45	1.47816E-08
471.84	1.31755E-08
472.23	1.45089E-08
472.63	1.58419E-08
473.02	1.45402E-08
473.41	1.16403E-08
473.80	1.49695E-08
474.20	1.42938E-08
474.59	1.25467E-08
474.98	1.596E-08
475.38	1.33606E-08
475.77	1.38427E-08
476.16	1.29773E-08
476.55	1.49111E-08
476.95	1.39919E-08
477.34	1.64766E-08
477.73	1.60902E-08
478.13	1.70576E-08
478.52	1.91752E-08
478.91	2.40377E-08
479.30	2.32465E-08
479.70	2.73525E-08
480.09	3.293E-08
480.48	3.67688E-08
480.88	4.41894E-08
481.27	5.28511E-08
481.66	6.54207E-08
482.06	7.94486E-08
482.45	9.72849E-08
482.84	1.13868E-07
483.24	1.33526E-07
483.63	1.54816E-07
484.02	1.75826E-07
484.42	2.00375E-07
484.81	2.25719E-07
485.20	2.41978E-07
485.60	2.60102E-07
485.99	2.71618E-07
486.38	2.73878E-07
486.78	2.74501E-07
487.17	2.73828E-07
487.56	2.68972E-07
487.96	2.61825E-07
488.35	2.5469E-07
488.74	2.44761E-07
489.14	2.37328E-07
489.53	2.30852E-07
489.92	2.24043E-07
490.32	2.19264E-07
490.71	2.16428E-07
491.11	2.07697E-07
491.50	2.02687E-07
491.89	1.96092E-07
492.29	1.8685E-07
492.68	1.78789E-07
493.07	1.76018E-07
493.47	1.657E-07
493.86	1.58522E-07
494.26	1.54793E-07
494.65	1.4623E-07
495.04	1.4824E-07
495.44	1.41753E-07
495.83	1.33757E-07
496.22	1.37269E-07
496.62	1.30187E-07
497.01	1.25155E-07
497.41	1.17131E-07
497.80	1.10933E-07
498.19	1.0372E-07
498.59	9.71176E-08
498.98	8.94026E-08
499.38	8.40142E-08
499.77	7.5852E-08
500.16	7.12516E-08
500.56	6.32564E-08
500.95	6.151E-08
501.35	5.76342E-08
501.74	5.57797E-08
502.14	5.46366E-08
502.53	5.42987E-08
502.92	5.0905E-08
503.32	5.1821E-08
503.71	4.90419E-08
504.11	4.85922E-08
504.50	4.8577E-08
504.90	4.92563E-08
505.29	4.86015E-08
505.68	5.07805E-08
506.08	5.07319E-08
506.47	5.12066E-08
506.87	5.23562E-08
507.26	5.40356E-08
507.66	5.54665E-08
508.05	5.72929E-08
508.44	6.02162E-08
508.84	6.04022E-08
509.23	6.30308E-08
509.63	6.18451E-08
510.02	6.43442E-08
510.42	6.46172E-08
510.81	6.68255E-08
511.21	6.85717E-08
511.60	6.77625E-08
512.00	6.86937E-08
512.39	7.18623E-08
512.79	7.00259E-08
513.18	7.20717E-08
513.58	7.2345E-08
513.97	7.14159E-08
514.36	7.30053E-08
514.76	7.34334E-08
515.15	7.21951E-08
515.55	7.16575E-08
515.94	7.17163E-08
516.34	6.87186E-08
516.73	6.94016E-08
517.13	6.9302E-08
